OVR,PAC,SHO,PAS,DRI,DEF,PHY,Acceleration,Sprint Speed,Positioning,Finishing,Shot Power,Long Shots,Volleys,Penalties,Vision,Crossing,Free Kick Accuracy,Short Passing,Long Passing,Curve,Dribbling,Agility,Balance,Reactions,Ball Control,Composure,Interceptions,Heading Accuracy,Def Awareness,Standing Tackle,Sliding Tackle,Jumping,Stamina,Strength,Aggression,Weak foot,Skill moves
84,82,51,79,77,82,79,84,81,60,45,68,48,42,43,87,67,41,84,85,77,76,71,77,78,80,84,83,68,79,87,83,85,74,81,78,3,3
84,76,58,77,73,86,80,77,76,59,60,67,45,56,63,78,61,58,86,82,70,65,72,66,82,85,76,86,84,88,86,85,87,91,74,79,3,3
84,57,75,87,77,77,76,58,57,62,66,86,83,82,84,85,87,81,88,88,84,74,64,73,85,84,88,79,57,81,79,79,68,80,74,76,4,3
84,83,82,80,83,47,74,85,82,83,81,88,83,78,68,83,81,76,81,75,82,86,75,67,83,85,83,45,81,42,48,31,89,76,75,63,4,4
84,61,78,83,89,71,65,68,55,80,78,79,79,78,64,82,85,67,86,82,84,88,93,92,87,88,86,73,54,70,76,68,58,90,47,78,3,4
84,63,69,80,76,81,78,61,65,68,58,79,80,70,75,73,82,64,85,84,73,76,65,61,82,81,82,81,68,82,85,80,72,89,71,81,4,3
84,88,82,80,86,46,65,90,86,84,85,81,80,76,80,80,80,75,81,75,84,86,88,81,85,86,83,40,50,50,42,50,70,76,57,70,5,4
84,61,62,77,75,85,85,70,53,70,56,80,60,57,57,67,80,63,83,80,62,71,68,71,82,80,82,85,79,88,87,80,87,77,88,85,3,3
84,77,83,73,80,50,80,77,77,87,85,84,76,84,74,67,77,63,79,64,74,81,78,70,85,79,77,55,85,45,46,36,89,88,76,76,4,3
84,67,81,86,85,58,64,70,65,83,80,83,82,77,77,84,87,87,86,86,86,86,82,82,80,87,87,58,35,61,68,45,56,78,56,70,4,4
84,89,85,76,86,34,71,87,90,87,87,85,84,82,79,64,79,84,85,63,77,87,89,78,85,86,84,34,69,31,30,21,80,76,67,72,3,4
84,93,78,80,86,28,75,93,93,76,82,80,74,74,63,84,81,60,83,70,79,87,84,79,83,86,83,24,72,22,24,21,89,75,79,60,4,5
84,82,50,69,71,85,82,80,83,64,48,62,42,34,60,69,59,40,78,76,60,70,66,62,83,72,76,84,86,84,85,84,91,85,79,83,3,2
84,79,82,75,75,41,84,71,86,88,84,86,73,70,88,68,82,60,80,70,74,76,55,54,84,80,82,36,83,35,40,30,92,74,94,68,4,3
84,66,79,85,85,59,60,67,65,85,80,78,79,71,78,84,88,76,86,83,85,86,84,84,80,86,87,61,55,58,62,51,63,67,55,63,4,4
84,90,77,78,84,39,66,88,91,84,80,74,74,73,66,81,79,64,83,64,80,86,88,64,82,84,83,39,69,34,39,28,79,74,64,60,4,4
84,95,75,77,87,44,54,95,95,79,79,74,72,67,60,80,80,56,79,74,76,89,92,93,81,84,79,48,41,48,36,46,58,82,37,62,3,4
84,79,50,63,72,84,83,76,81,30,52,62,33,51,67,46,60,22,79,75,28,70,66,73,84,76,72,87,80,83,85,83,89,77,83,87,2,2
84,86,84,73,88,32,67,90,83,87,87,86,80,80,62,66,80,56,80,62,72,89,93,81,86,88,80,35,71,30,23,24,82,73,63,68,4,4
84,78,80,81,88,39,63,81,76,83,80,82,81,76,73,81,82,80,82,74,85,87,91,90,81,89,81,39,56,45,34,22,71,79,60,48,4,5
84,77,82,71,76,36,85,72,81,84,85,86,76,79,70,66,73,60,78,59,74,77,56,55,83,82,83,36,83,39,23,21,91,84,90,74,4,3
84,73,47,71,79,83,74,71,75,59,45,50,50,33,47,80,57,50,79,68,71,75,81,76,82,85,74,84,68,86,83,85,76,92,72,57,4,3
84,73,54,70,61,86,83,73,73,34,53,64,48,49,64,42,69,58,84,82,63,41,66,76,86,80,73,83,86,88,86,84,89,89,80,80,3,2
84,80,84,72,83,31,72,79,80,87,87,82,80,80,76,58,78,63,84,63,53,86,68,71,87,87,65,21,80,24,29,30,83,72,66,82,4,3
84,84,85,70,84,26,64,85,83,87,87,85,82,80,75,65,66,59,81,64,59,84,83,76,88,85,75,21,82,16,23,18,86,75,67,37,3,4
84,57,50,65,65,87,81,61,54,20,37,75,60,39,61,34,65,56,79,82,58,65,39,34,88,72,86,88,84,89,87,82,85,73,84,82,3,3
84,62,41,68,69,86,74,63,61,31,25,65,60,27,41,49,70,36,83,74,45,66,60,60,85,74,85,85,82,88,87,82,81,70,74,79,3,2
84,57,40,56,56,86,83,48,65,43,44,45,29,31,41,39,44,32,74,68,28,52,48,52,84,59,73,83,86,88,88,81,89,74,85,86,3,2
83,81,79,81,80,77,84,75,86,88,79,83,77,76,69,78,84,59,85,80,73,81,69,69,84,84,85,78,83,72,79,74,90,94,82,77,3,3
83,80,68,81,84,78,80,81,80,73,64,75,70,59,62,77,83,59,86,84,74,84,82,81,82,86,84,82,64,76,82,81,82,84,79,79,3,4
83,79,82,84,82,67,76,76,81,83,79,89,79,81,83,83,83,83,85,83,87,83,78,68,83,84,82,67,65,65,72,63,76,89,69,75,4,4
83,77,78,82,83,72,75,79,75,83,78,81,76,79,72,76,84,69,85,82,83,82,81,80,83,86,85,75,68,71,74,70,77,84,67,82,5,4
83,76,72,78,81,81,79,80,73,76,71,80,74,68,48,72,79,72,83,79,70,79,82,83,84,81,84,83,62,84,82,81,76,92,69,88,3,3
83,69,74,80,82,78,83,64,73,79,72,75,76,67,73,69,84,66,84,83,75,82,79,77,82,86,74,82,62,83,77,71,77,84,85,78,4,3
83,74,80,82,87,71,72,75,73,83,83,74,80,86,75,79,84,79,86,78,80,89,81,81,84,89,79,73,73,66,76,67,77,85,64,73,3,4
83,84,72,73,77,79,80,83,85,74,72,75,72,63,60,79,68,66,76,72,67,76,76,74,80,78,74,80,72,79,81,78,84,90,74,79,4,3
83,70,76,78,77,80,84,69,71,78,76,82,80,62,54,72,82,61,81,80,70,76,70,74,81,80,82,83,68,79,82,78,79,91,81,83,4,3
83,74,79,84,85,62,81,77,72,83,82,78,74,83,70,84,86,68,86,78,86,88,77,72,87,86,85,65,52,62,66,58,75,91,80,74,3,4
83,90,79,73,84,55,83,90,90,81,82,80,76,72,58,72,71,64,82,64,64,84,84,84,78,86,79,45,85,45,59,64,95,84,89,64,4,4
83,63,79,80,80,81,80,64,63,81,80,85,76,58,70,77,80,69,84,80,80,82,63,63,84,84,81,83,87,78,82,76,85,82,78,83,3,3
83,73,79,82,85,68,73,80,68,83,79,80,80,68,68,78,84,77,84,80,82,89,76,84,81,85,80,77,57,69,72,49,77,85,75,51,3,4
83,83,82,80,86,57,72,81,84,80,83,82,86,74,76,79,81,80,80,74,90,87,85,84,78,88,86,59,72,53,59,47,83,74,71,70,3,4
83,86,83,80,83,59,67,87,86,86,86,81,81,80,78,80,82,60,84,75,76,84,80,81,83,83,81,49,81,61,61,42,85,70,60,76,4,4
83,94,81,74,80,45,84,93,94,85,82,86,76,79,68,78,76,58,76,65,80,83,78,62,83,80,78,30,80,42,48,38,95,88,84,76,3,4
83,77,82,83,84,63,68,79,76,85,84,78,83,79,82,83,84,81,85,80,82,84,82,78,83,84,85,71,59,63,65,48,72,81,62,64,4,4
83,91,75,78,82,56,74,92,91,83,79,70,76,61,56,78,79,59,83,72,68,81,85,74,81,85,76,50,68,53,59,55,77,80,73,68,4,3
83,72,77,81,86,67,72,74,70,79,79,74,79,69,73,74,83,69,86,83,79,86,85,88,82,88,84,77,56,55,77,62,70,73,65,87,3,3
83,90,84,75,86,33,87,89,90,80,86,83,81,80,80,75,81,61,78,65,68,87,91,90,80,84,81,22,79,32,24,34,95,93,90,71,3,4
83,77,59,76,76,84,82,75,78,63,54,75,54,47,66,64,70,74,84,80,74,72,72,76,82,82,78,83,84,85,84,87,90,80,81,85,5,2
83,77,66,73,74,82,82,76,77,69,63,76,68,42,69,66,68,72,80,76,60,73,73,55,84,78,77,80,82,83,82,83,85,74,87,77,3,2
83,75,76,81,84,65,73,76,75,86,76,76,77,66,71,75,85,77,85,78,70,83,85,85,80,85,81,73,53,60,73,48,72,82,71,65,3,4
83,91,79,78,83,50,71,89,92,82,81,78,76,74,70,81,81,74,79,66,82,85,78,71,83,83,81,40,59,49,56,48,75,87,61,74,3,3
83,82,82,75,81,53,79,84,80,84,85,82,80,78,71,72,76,69,79,68,76,78,85,82,83,85,78,54,82,40,54,58,93,79,83,67,4,4
83,67,74,81,83,73,72,70,64,76,68,81,85,76,59,73,82,70,86,84,78,84,76,75,84,85,84,77,42,75,77,79,62,77,68,77,4,3
83,65,75,85,84,75,66,67,64,80,75,78,78,66,60,83,86,80,85,88,84,84,79,85,82,87,84,77,51,79,77,74,65,68,65,65,3,3
83,59,71,80,77,80,82,53,63,70,66,85,79,56,49,74,80,67,85,84,69,80,63,50,80,81,85,82,68,80,84,78,74,76,84,84,3,3
83,71,69,80,82,76,71,76,67,76,68,69,77,43,56,75,82,55,85,85,75,81,75,85,81,85,77,80,45,78,81,75,65,88,61,76,4,3
83,76,57,75,74,84,83,77,76,64,48,74,61,58,47,70,74,57,82,73,75,70,56,88,80,81,76,81,78,87,86,77,89,82,83,84,3,3
83,94,62,74,84,72,63,95,93,82,66,62,53,58,43,82,73,47,78,63,77,85,89,88,84,83,76,77,54,74,71,79,68,85,47,75,3,3
83,68,74,86,86,70,62,72,65,76,68,79,80,76,83,86,88,78,87,86,85,84,89,90,79,88,91,75,55,70,70,72,66,69,58,60,4,4
83,82,81,78,85,44,75,81,83,83,81,85,77,75,75,77,82,69,81,71,77,84,86,89,84,85,83,35,78,42,42,38,86,80,72,75,4,4
83,77,85,79,84,44,75,78,76,80,85,87,88,78,76,79,81,70,81,75,83,85,76,74,82,87,83,42,68,43,41,39,79,82,73,72,4,4
83,66,67,79,79,80,73,67,66,79,69,65,73,49,45,70,83,56,83,83,73,77,74,75,84,83,83,83,65,81,82,79,71,85,67,74,4,3
83,76,66,78,85,68,70,77,75,81,71,56,70,49,51,69,83,47,84,82,74,86,86,90,86,85,77,79,42,59,78,72,62,84,58,85,3,3
83,74,80,81,87,50,68,73,75,80,79,81,82,79,76,76,83,77,83,78,82,87,87,89,82,87,87,52,56,40,58,42,71,76,68,58,4,4
83,91,50,75,79,78,67,90,91,65,51,55,43,32,43,82,72,28,82,72,69,80,81,77,80,81,64,78,71,77,80,80,83,77,68,47,4,3
83,54,79,83,80,74,67,54,54,78,79,81,79,75,79,77,83,80,85,85,84,81,65,74,84,84,84,78,50,77,78,67,60,67,66,70,4,3
83,95,81,69,81,31,80,94,96,83,84,85,74,77,74,69,69,53,75,59,66,79,83,85,84,81,80,26,79,29,23,19,93,83,80,74,4,3
83,56,68,70,72,84,85,54,58,69,66,81,67,55,57,60,71,45,77,77,66,75,51,50,79,76,84,85,81,83,86,85,83,79,86,91,4,2
83,74,78,83,84,44,70,67,79,82,77,82,78,81,55,78,86,78,85,83,82,84,83,82,82,85,85,56,54,49,29,39,69,85,72,44,4,4
83,76,81,78,82,46,70,78,74,83,84,80,80,73,75,80,79,70,80,73,75,82,79,81,84,82,80,37,82,49,41,37,84,83,66,62,4,4
83,79,81,77,83,38,74,80,79,87,83,79,79,79,71,76,80,68,79,77,73,84,78,68,88,84,82,29,75,28,45,30,82,83,70,69,5,4
83,80,48,67,71,83,83,83,78,40,33,72,60,35,52,53,62,56,76,77,57,69,65,63,82,73,79,83,79,83,83,84,95,70,90,81,3,2
83,84,82,77,86,42,60,86,82,85,80,87,80,88,78,73,78,71,80,77,74,86,88,93,82,86,82,35,71,36,43,39,78,72,58,45,4,4
83,64,55,74,75,83,80,62,65,62,47,67,63,28,63,64,75,47,84,77,59,73,66,72,81,80,85,85,72,84,86,80,78,81,79,80,3,3
83,72,53,72,75,84,74,73,71,51,48,64,56,52,53,63,68,59,80,75,64,73,67,68,84,79,79,83,82,84,84,84,86,64,76,80,3,2
83,83,81,79,83,35,68,86,80,82,84,79,81,74,74,81,79,60,82,77,76,84,85,78,81,83,82,34,75,35,24,28,84,72,69,54,4,4
83,56,58,83,84,76,71,68,47,65,49,73,65,51,42,77,87,68,88,83,69,83,82,80,85,85,84,80,67,77,78,69,72,80,67,71,3,3
83,84,41,65,72,84,82,80,88,60,41,50,31,33,33,55,57,32,78,74,56,70,74,69,82,74,76,83,79,83,85,88,88,85,77,87,2,3
83,83,84,68,78,34,79,80,86,85,86,89,78,67,84,48,72,58,79,69,63,79,72,66,80,79,83,25,85,32,28,23,91,77,80,74,4,3
83,77,76,80,87,46,58,79,75,84,84,67,70,69,65,74,82,65,85,79,75,88,91,91,84,86,76,50,34,46,48,44,55,79,49,57,4,4
83,86,78,69,85,33,73,85,87,86,79,82,75,77,62,51,79,51,82,57,69,87,80,74,83,86,78,23,77,28,35,19,85,86,69,65,3,4
83,77,84,80,84,35,62,78,76,85,85,83,83,82,85,80,81,83,82,75,81,85,81,71,82,85,84,39,77,39,21,18,80,57,61,65,4,3
83,86,82,58,81,40,74,84,87,86,88,87,69,72,65,51,58,48,68,46,69,82,79,79,78,83,77,31,83,40,36,30,89,82,72,65,3,3
83,80,53,63,61,81,83,73,85,56,56,68,35,38,43,58,59,45,73,66,47,55,54,55,81,66,76,81,83,79,83,82,91,72,87,87,3,2
83,87,75,79,87,30,61,90,84,79,73,82,72,78,65,80,80,70,80,73,83,88,91,85,82,87,78,23,61,29,27,21,78,65,66,38,3,5
83,86,78,75,83,25,72,84,87,82,82,75,72,85,63,82,80,60,81,57,60,84,83,73,81,85,72,26,74,16,20,16,83,78,69,70,5,4
83,64,55,66,66,84,83,64,64,53,51,73,48,44,59,59,50,45,80,77,54,61,61,53,76,73,79,81,88,81,88,82,83,68,90,84,3,2
83,80,81,80,85,30,60,87,75,83,83,83,78,80,75,79,81,69,82,77,83,84,92,85,82,84,84,18,65,30,31,18,74,76,55,47,5,4
83,70,35,75,75,83,78,68,71,59,30,53,27,23,24,77,76,20,80,79,64,74,68,61,84,79,81,84,78,83,84,82,82,78,77,81,4,2
83,72,83,67,78,37,76,69,74,86,88,84,74,80,76,51,68,52,78,67,68,78,68,58,80,84,77,32,86,34,30,25,81,74,81,64,3,3
83,69,46,63,68,83,81,71,68,33,32,67,58,38,56,43,44,35,87,81,30,60,61,62,79,82,69,81,84,83,86,80,89,75,83,82,4,2
83,73,46,60,62,85,82,68,77,25,37,73,48,34,40,47,46,44,75,72,37,55,60,57,78,70,75,84,82,87,85,85,87,71,85,87,3,2
83,70,50,57,64,85,82,65,74,36,48,51,58,40,47,34,56,34,70,72,38,59,35,58,85,76,83,85,84,87,84,78,85,84,79,87,3,2
83,69,51,60,63,84,78,54,82,49,43,60,66,39,34,49,48,41,74,68,49,59,48,52,80,71,70,85,81,87,82,80,81,71,80,81,4,2
83,67,44,58,65,85,84,66,68,46,34,63,49,43,45,31,47,56,75,71,51,61,64,63,76,68,81,84,81,90,84,81,88,79,88,77,3,2
83,57,46,63,62,84,86,62,53,33,38,60,54,62,34,66,55,29,73,67,43,60,40,33,83,70,78,82,85,85,86,81,88,77,90,86,3,2
83,65,28,59,63,84,80,60,69,21,22,45,22,38,34,35,48,25,81,74,34,55,54,62,83,74,73,83,85,84,86,82,86,70,86,76,3,2
83,58,38,54,55,86,81,50,64,50,27,68,32,33,38,25,32,35,79,74,38,45,44,67,76,66,64,82,89,87,89,81,79,65,89,79,3,2
82,77,78,80,80,80,82,72,81,84,76,83,82,74,60,74,79,70,85,84,76,80,74,71,85,82,82,85,84,75,83,75,84,69,87,83,4,3
82,74,73,77,81,82,90,69,78,79,75,84,63,60,61,73,80,38,84,79,62,83,68,66,85,83,83,84,82,79,84,77,90,89,90,91,3,3
82,85,76,80,82,75,79,85,85,80,75,80,76,75,74,69,84,68,85,82,80,80,83,89,80,82,83,83,54,71,79,79,79,80,80,75,4,4
82,91,80,75,84,59,88,92,91,82,78,84,82,78,71,70,86,69,76,65,76,84,89,78,81,85,81,68,79,35,72,58,95,87,91,81,5,4
82,71,80,79,80,78,89,72,71,84,80,81,82,68,73,71,81,70,84,80,69,81,74,73,82,82,81,81,90,75,77,72,95,91,92,79,4,3
82,82,74,73,81,80,86,77,86,76,73,81,73,66,55,59,77,49,80,80,72,83,77,76,80,82,79,79,83,78,83,80,94,78,90,82,3,4
82,75,78,82,84,77,77,79,71,83,80,78,77,77,69,78,86,66,86,82,68,82,92,85,84,85,76,81,65,77,80,72,79,93,73,68,5,4
82,84,78,79,81,73,78,83,84,81,79,78,74,81,81,74,85,67,82,78,77,79,80,90,78,83,79,82,57,69,78,67,77,94,71,77,3,3
82,75,75,75,79,79,85,74,76,82,76,75,78,58,60,62,80,56,83,80,59,79,74,71,84,82,80,80,76,79,80,74,87,89,82,85,3,3
82,78,72,77,80,80,81,78,78,74,72,78,70,59,57,70,80,50,84,82,65,81,69,66,80,84,84,83,65,80,84,75,80,89,77,80,3,3
82,77,76,72,74,82,84,67,85,70,71,85,78,69,85,63,69,64,77,74,77,73,65,72,79,75,83,78,82,79,86,85,81,76,86,91,4,3
82,67,76,83,75,83,81,65,69,64,67,86,84,78,87,82,73,87,86,88,91,69,69,70,77,83,87,84,68,85,85,86,78,80,83,78,3,2
82,72,80,84,80,70,79,75,69,80,78,83,85,72,81,81,85,82,84,85,82,78,79,77,80,83,81,74,41,73,74,69,67,88,75,82,5,3
82,78,73,81,80,77,76,78,78,76,68,84,75,64,66,87,80,78,80,78,85,80,80,71,80,81,79,78,69,76,79,77,77,91,68,75,3,3
82,88,77,79,85,64,71,88,88,80,77,76,79,72,71,82,80,71,80,76,82,85,92,92,80,83,84,65,71,58,66,63,83,77,69,64,4,3
82,80,67,74,77,80,85,72,86,65,64,80,69,46,48,68,74,46,82,79,63,78,67,61,80,80,82,79,78,81,82,78,89,80,87,87,3,3
82,77,77,79,84,67,79,74,79,81,80,76,75,74,60,75,83,55,82,78,76,86,80,74,82,84,85,68,64,68,72,49,79,83,80,70,4,4
82,82,72,71,78,79,81,80,83,81,71,78,71,51,67,45,78,59,81,78,58,78,74,72,82,80,79,81,64,78,84,78,82,81,81,82,3,3
82,84,76,77,83,65,77,83,84,78,75,77,84,60,60,69,79,75,80,75,82,83,83,82,81,84,78,66,73,60,67,59,88,76,82,62,3,4
82,78,71,82,85,70,75,81,76,80,71,73,68,69,72,79,85,72,83,82,80,86,85,83,84,85,81,66,65,69,76,65,76,86,65,87,3,4
82,73,72,82,78,77,79,71,74,79,68,79,76,59,62,77,85,72,86,81,77,75,77,82,81,82,78,82,66,74,81,77,79,85,80,68,3,3
82,87,75,75,84,57,81,88,87,79,75,77,75,79,62,71,78,60,79,72,68,86,85,89,81,82,83,50,51,65,57,49,71,90,77,81,5,4
82,82,69,76,75,81,76,82,82,73,69,74,68,60,54,76,76,47,81,78,70,74,76,77,84,75,79,80,67,86,81,79,78,79,69,88,3,3
82,72,73,80,80,77,77,69,74,74,73,75,75,64,70,71,83,67,85,81,75,78,83,71,81,84,82,80,69,76,79,72,73,90,67,86,3,4
82,80,71,77,84,76,71,86,75,79,69,68,77,63,68,63,79,72,84,82,71,82,84,84,81,87,80,79,43,78,83,75,67,82,62,80,3,4
82,84,77,79,84,65,69,85,84,82,79,78,72,70,72,81,77,80,80,73,82,84,87,88,79,83,83,65,73,65,65,61,79,80,59,76,4,3
82,86,61,80,79,74,78,86,86,71,59,64,66,55,49,88,79,70,78,77,85,79,77,77,78,79,78,74,62,74,76,81,81,89,75,72,2,3
82,68,71,82,79,82,75,64,72,71,62,82,78,67,79,83,78,85,86,80,76,77,71,77,83,83,84,83,75,84,83,80,79,72,77,73,4,3
82,73,82,81,80,62,79,72,73,85,82,86,83,76,62,82,83,67,85,77,76,82,65,66,85,83,84,61,68,56,67,60,82,81,85,62,3,4
82,87,59,75,78,77,80,88,87,76,53,80,53,53,50,81,76,52,77,68,77,77,83,84,78,77,76,78,60,78,80,83,74,90,75,83,3,3
82,68,81,82,84,68,71,67,68,81,82,83,83,73,65,81,84,81,82,82,82,85,79,80,80,85,82,70,62,64,73,68,71,67,69,82,3,4
82,89,80,75,82,53,75,89,89,86,79,83,78,78,76,75,77,73,78,69,70,79,85,81,84,84,83,46,81,40,66,42,92,83,75,59,3,4
82,74,76,78,80,71,74,71,76,80,72,81,84,59,68,65,85,66,85,83,59,81,72,61,79,84,80,82,59,63,76,65,73,78,73,70,3,3
82,80,61,73,72,82,83,78,81,60,50,77,73,43,70,64,61,75,83,77,77,66,84,82,80,72,81,82,88,80,82,81,95,72,89,77,2,2
82,75,77,82,84,60,72,76,75,80,77,79,75,72,75,80,84,72,84,83,81,83,83,82,82,85,84,60,60,60,60,57,74,80,68,70,3,4
82,88,82,77,81,50,71,85,90,85,83,83,80,70,78,78,79,78,80,67,74,81,79,78,78,83,78,48,75,45,52,40,87,72,77,49,3,3
82,81,62,77,77,78,74,79,83,72,56,74,70,47,42,87,74,46,79,74,77,77,76,78,80,77,76,81,68,77,80,77,77,84,67,77,2,3
82,83,58,75,78,77,78,81,84,65,46,73,67,59,68,82,64,67,79,75,78,75,83,79,78,81,80,75,76,80,76,80,88,87,79,60,3,4
82,80,70,74,80,74,71,81,79,74,70,72,72,55,62,57,80,48,83,81,60,81,78,72,81,82,78,81,57,69,80,69,74,85,66,66,3,3
82,86,53,73,77,79,80,85,86,60,52,51,54,50,68,79,73,57,75,69,72,78,73,51,78,81,71,79,80,78,79,78,85,81,81,73,3,4
82,85,84,74,79,55,71,87,84,85,85,86,86,72,77,57,83,77,79,75,69,79,71,82,83,82,69,67,67,33,68,44,80,75,69,67,3,3
82,87,77,77,83,45,78,81,92,85,80,79,71,67,69,72,76,68,84,73,74,84,83,62,79,86,81,39,80,45,41,36,92,79,84,58,4,4
82,74,61,80,77,79,75,75,74,76,55,76,65,32,55,86,79,71,80,75,82,76,75,74,81,79,81,80,70,78,80,81,76,81,67,85,2,3
82,82,58,63,73,82,88,80,84,68,59,66,44,69,44,36,73,27,76,76,31,72,72,64,78,75,69,82,78,83,81,82,92,84,90,85,2,3
82,89,78,79,84,43,73,92,87,81,77,80,78,75,70,78,80,78,80,75,82,84,90,92,79,84,77,26,67,51,45,27,84,88,73,53,3,4
82,90,82,77,83,47,67,91,89,85,83,82,80,74,76,75,80,68,82,66,71,84,89,83,84,83,70,45,74,41,49,39,84,74,64,63,4,4
82,88,46,75,77,78,80,87,89,76,44,46,43,45,45,81,78,39,76,74,80,79,73,71,80,77,73,83,64,78,81,76,81,90,73,83,3,3
82,87,73,76,86,57,64,88,87,78,79,69,68,69,63,77,81,62,80,65,76,87,89,79,77,88,84,57,52,58,59,54,72,75,60,58,4,4
82,72,81,73,83,50,83,74,71,82,86,83,76,72,64,60,81,60,79,71,72,84,84,59,86,87,74,46,73,40,54,50,86,82,85,78,3,4
82,76,60,75,74,82,75,77,75,62,48,76,72,59,47,75,70,69,79,71,79,71,81,54,80,77,74,82,77,84,83,80,85,81,73,68,3,3
82,79,82,71,80,47,82,81,77,83,84,83,78,76,81,62,76,54,75,72,76,81,76,71,83,82,77,42,80,44,46,37,84,87,82,77,4,3
82,75,57,75,79,80,73,82,70,70,50,68,70,38,39,81,59,83,79,75,70,78,71,78,83,84,73,79,77,81,80,79,84,81,67,74,4,4
82,53,69,78,77,81,80,45,59,70,63,81,70,47,85,76,74,53,85,82,71,78,59,59,77,82,86,82,73,80,83,80,73,83,78,82,2,3
82,79,81,79,83,49,67,81,78,81,80,83,84,81,74,85,78,75,78,73,82,85,83,71,78,83,76,40,61,54,48,38,78,74,71,45,4,4
82,90,49,64,72,82,80,84,95,48,43,59,57,47,39,58,55,34,76,74,37,73,59,49,82,75,81,82,76,82,83,85,92,69,85,78,3,3
82,86,79,77,80,46,69,88,85,84,83,73,76,75,70,76,79,78,80,74,65,79,80,84,83,83,71,55,69,39,40,39,80,79,65,65,4,3
82,78,80,74,82,44,79,80,76,85,84,75,77,81,70,67,79,70,81,66,67,83,76,76,83,86,72,51,80,41,34,36,89,90,78,67,4,4
82,87,81,78,85,37,68,89,86,81,80,90,79,82,65,77,81,80,80,70,83,86,87,82,80,84,79,34,64,36,32,35,72,74,66,65,2,4
82,75,53,71,75,84,78,72,78,50,55,69,32,69,38,65,75,38,78,72,64,73,67,68,84,78,81,83,80,85,85,80,86,79,78,76,3,2
82,70,79,80,83,56,68,71,70,82,78,82,79,76,69,76,83,72,83,80,78,85,79,61,77,86,73,58,75,45,59,54,78,78,68,55,3,4
82,76,48,72,77,82,80,76,76,70,41,61,46,41,42,76,69,31,80,71,65,77,71,76,82,78,82,83,75,83,83,78,86,79,82,76,3,3
82,83,75,79,80,49,68,82,84,77,80,70,72,70,62,81,79,64,81,78,71,84,70,69,75,82,72,37,50,56,50,44,70,79,63,68,3,4
82,80,80,79,84,40,71,80,80,82,81,81,81,72,71,75,84,74,80,74,82,86,84,75,82,83,82,37,66,40,36,34,79,85,72,50,2,4
82,79,83,78,84,43,66,84,75,84,84,86,80,83,67,77,80,62,83,73,74,85,85,87,82,82,82,38,42,45,44,43,68,66,68,58,4,4
82,83,82,67,81,44,76,82,83,85,86,83,76,82,71,62,71,52,74,60,60,82,76,77,83,81,76,42,74,45,38,33,79,78,76,72,4,3
82,81,81,79,84,41,67,83,79,80,84,77,79,84,70,80,81,67,82,73,73,86,86,66,79,84,78,38,68,38,40,34,81,67,71,52,4,3
82,51,68,76,73,84,80,50,51,64,60,80,74,64,78,67,79,69,80,83,65,74,53,64,83,78,82,85,82,85,84,80,80,78,80,80,3,2
82,49,73,78,74,78,80,52,47,69,68,85,78,64,56,68,77,74,83,82,70,75,59,61,82,79,79,82,65,79,80,74,71,81,78,86,4,3
82,45,70,76,79,84,78,47,44,84,77,62,74,20,60,60,82,66,85,77,57,80,56,83,82,84,70,81,81,87,83,83,78,76,77,83,4,3
82,72,79,78,81,48,74,71,72,84,80,81,74,81,83,75,81,53,82,77,81,84,70,54,81,85,78,43,81,45,47,41,85,85,75,56,4,4
82,83,75,81,84,38,70,84,82,84,72,76,81,76,71,78,86,70,85,76,70,82,87,83,87,85,82,32,75,37,31,33,86,81,74,42,3,4
82,71,55,73,74,82,76,68,74,59,44,71,64,41,68,50,75,49,85,83,65,76,53,33,81,82,78,83,83,82,82,82,85,68,78,79,5,2
82,89,75,78,85,48,55,91,87,83,75,77,77,68,59,78,81,56,80,76,81,85,91,88,76,84,81,58,49,44,47,39,64,79,46,47,2,4
82,77,83,81,82,42,65,78,76,84,83,84,83,79,86,80,83,78,84,75,78,83,77,77,82,84,83,29,75,55,32,30,77,79,57,62,3,3
82,86,77,78,85,40,64,89,84,80,79,77,76,67,63,80,80,74,78,74,77,86,86,83,80,84,80,28,49,40,43,46,70,74,60,59,4,4
82,79,46,73,73,84,74,73,84,33,48,62,33,33,50,73,65,30,82,79,60,64,77,83,79,83,73,81,82,86,84,82,85,72,72,79,4,3
82,73,80,85,85,43,62,72,73,80,76,82,85,78,83,81,87,88,85,81,93,85,84,74,76,89,84,42,45,41,46,39,61,65,57,72,2,5
82,60,75,85,85,56,67,68,53,83,76,75,70,82,79,79,87,72,89,84,85,84,78,83,84,88,88,65,47,64,46,53,63,75,65,62,4,4
82,82,80,79,84,35,68,84,80,83,81,80,78,79,86,77,80,79,81,77,84,83,88,84,82,84,78,36,62,32,30,30,73,75,58,85,3,4
82,75,84,70,77,41,81,69,80,84,86,86,79,79,83,59,73,54,78,63,75,82,53,55,82,80,82,41,76,35,39,30,86,68,86,81,5,3
82,64,58,74,75,84,72,65,64,58,54,68,61,44,52,63,78,37,82,79,62,74,62,62,82,79,85,83,84,84,85,84,85,53,78,79,4,3
82,74,48,69,73,82,81,71,76,37,38,75,48,42,40,55,65,59,79,77,54,74,66,54,82,75,80,82,79,83,83,82,81,71,85,82,4,2
